Product,Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Yield (kg/animal),Land Use (ha),area_harvested__ha__per_capita,Land Use per capita (m²),Producing or slaughtered animals,Producing or slaughtered animals per capita,Imports (t),imports__tonnes__per_capita,Imports per capita (kg),Exports (t),exports__tonnes__per_capita,Exports per capita (kg),Domestic supply (t),domestic_supply__tonnes__per_capita,Domestic supply per capita (kg),Food (t),food__tonnes__per_capita,Food per capita (kg),Animal feed (t),feed__tonnes__per_capita,Animal feed per capita (kg),Other uses (t),other_uses__tonnes__per_capita,Other uses per capita (kg),Supply chain waste (t),waste_in_supply_chain__tonnes__per_capita,Supply chain waste per capita (kg),Food supply (kg per capita per year),Food supply (g per capita per day),Food supply (kcal per capita per day),Food supply (Protein g per capita per day),Food supply (Fat g per capita per day)
,Liberia,1981,1989695,1900,0.00095492025,0.95492025,0.38,,5000,0.002512948,25.12948,,,0,0,0,,,,2000,0.0010051791,1.0051790999999999,2000,0.0010051791,1.0051790999999999,,,,,,,0,0,0,0.7888646,2.1612728550996003,7.19839,0.81844705,0.3845715
,Liberia,1982,2047608,2000,0.0009767495,0.9767495,0.39999998,,5000,0.0024418735,24.418734999999998,,,0,0,0,,,,2000,0.0009767495,0.9767495,2000,0.0009767495,0.9767495,,,,,,,0,0,0,0.80540806,2.20659740259156,7.3978224,0.835238,0.39773238
,Liberia,1983,2109151,2000,0.00094824884,0.94824884,0.39999998,,5000,0.002370622,23.706220000000002,,,0,0,0,,,,2000,0.00094824884,0.94824884,2000,0.00094824884,0.94824884,,,,,,,0,0,0,0.77957433,2.1358200608335802,7.1760817,0.809558,0.38978717
,Liberia,1984,2174201,2000,0.00091987813,0.91987813,0.39999998,,5000,0.0022996953,22.996953,,,0,0,0,,,,2000,0.00091987813,0.91987813,2000,0.00091987813,0.91987813,,,,,,,0,0,0,0.7564342,2.0724224450292,6.9671574,0.78629345,0.3782171
,Liberia,1985,2239733,2000,0.0008929636,0.8929636,0.39999998,,5000,0.0022324088,22.324088,,,0,0,0,,,,2000,0.0008929636,0.8929636,2000,0.0008929636,0.8929636,,,,,,,0,0,0,0.73569036,2.01559000724136,6.758542,0.76511794,0.36294058
,Liberia,1986,2305870,2000,0.0008673516,0.8673516,0.39999998,,5000,0.002168379,21.68379,,,0,0,0,,,,2000,0.0008673516,0.8673516,2000,0.0008673516,0.8673516,,,,,,,0,0,0,0.71784186,1.9666900077303602,6.5658603,0.7465555,0.35413533
,Liberia,1987,2372454,2000,0.000843009,0.843009,0.39999998,,5000,0.0021075225,21.075225,,,0,0,0,,,,2000,0.000843009,0.843009,2000,0.000843009,0.843009,,,,,,,0,0,0,0.69421786,1.90196672070636,6.3868046,0.7219866,0.34248084
,Liberia,1988,2439645,2000,0.0008197914,0.8197914,0.39999998,,5000,0.0020494785,20.494785,,,0,0,0,,,,2000,0.0008197914,0.8197914,2000,0.0008197914,0.8197914,,,,,,,0,0,0,0.676,1.8520547760000001,6.208526,0.7026842,0.32910526
,Liberia,1989,2507604,2000,0.0007975741,0.7975741000000001,0.39999998,,5000,0.0019939353,19.939353,,,0,0,0,,,,2000,0.0007975741,0.7975741000000001,2000,0.0007975741,0.7975741000000001,,,,,,,0,0,0,0.68176633,1.86785294022558,6.221118,0.70733255,0.33236107
,Liberia,1990,2209737,1500,0.00067881384,0.67881384,0.375,,4000,0.0018101701,18.101701000000002,,,4000,0.0018101701,1.8101701000000001,,,,6000,0.0027152554,2.7152553999999998,5000,0.0022627127,2.2627127,,,,,,,0,0,0,2.3887594,6.5445462359244,21.955648,2.4934459,1.1801043
,Liberia,1991,1939244,1680,0.0008666212,0.8666212,0.38529998,,4361,0.0022488146,22.488145999999997,,,0,0,0,,,,1000,0.00051566487,0.5156648699999999,1000,0.00051566487,0.5156648699999999,,,,,,,0,0,0,0.46875998,1.28427390496548,4.2614546,0.47941363,0.22372635
,Liberia,1992,2052633,1834,0.0008935791,0.8935791,0.3885,,4721,0.0022999728,22.999727999999998,,,5000,0.0024358958,2.4358958,,,,6000,0.0029230749,2.9230749,6000,0.0029230749,2.9230749,,,,,,,0,0,0,2.6886833,7.366255542775801,24.682507,2.7974167,1.324572
,Liberia,1993,2132776,2000,0.000937745,0.937745,0.39999998,,5000,0.0023443624,23.443624,,,0,0,0,,,,2000,0.000937745,0.937745,2000,0.000937745,0.937745,,,,,,,0,0,0,0.76185215,2.0872661435109,7.0071588,0.79947454,0.3762233
,Liberia,1994,2125202,2155,0.0010142189,1.0142189,0.3936,,5476,0.0025766962,25.766962,,,0,0,0,,,,2000,0.000941087,0.941087,2000,0.000941087,0.941087,,,,,,,0,0,0,0.8170235,2.238420525561,7.467215,0.8455243,0.39901146
,Liberia,1995,2142429,2320,0.0010830371,1.0830371,0.3947,,5878,0.0027436148,27.436148,,,0,0,0,,,,2000,0.00093351986,0.93351986,2000,0.00093351986,0.93351986,,,,,,,0,0,0,0.912609,2.500298605134,8.388236,0.95144343,0.4465959
,Liberia,1996,2203974,2481,0.0011261249,1.1261249,0.3956,,6274,0.0028466762,28.466762,,,0,0,0,,,,3000,0.0013611775,1.3611775000000002,2000,0.00090745173,0.90745173,,,,,,,0,0,0,1.0172352,2.7869457255552,9.364548,1.0571268,0.4986447
,Liberia,1997,2383302,2635,0.0011057935,1.1057935,0.3963,,6650,0.0027902464,27.902464,,,0,0,0,,,,3000,0.0012587578,1.2587578,2000,0.0008391719,0.8391719,,,,,,,0,0,0,0.9923207,2.7186868221282,9.079735,1.0320135,0.48623717
,Liberia,1998,2639227,2775,0.0010518117,1.0518117,0.39679998,,6996,0.0026507762,26.507762000000003,,,0,0,0,,,,3000,0.0011366964,1.1366964,2000,0.0007577976,0.7577976000000001,,,,,,,0,0,0,0.8819931,2.4164194278906,8.073629,0.9110698,0.43615043
,Liberia,1999,2789749,3000,0.0010753656,1.0753656,0.39999998,,7500,0.002688414,26.884140000000002,,,0,0,0,,,,3000,0.0010753656,1.0753656,2000,0.00071691035,0.71691035,,,,,,,0,0,0,0.8845957,2.4235498387782,8.128452,0.9239111,0.432469
,Liberia,2000,2895229,2956,0.0010212249,1.0212249,0.3974,,7440,0.0025697448,25.697447999999998,,,0,0,0,,,,3000,0.0010361875,1.0361875,3000,0.0010361875,1.0361875,,,,,,,0,0,0,0.89899623,2.46300334523298,8.250788,0.9389516,0.43950927
,Liberia,2001,2981655,2984,0.0010008301,1.0008301,0.39769998,,7503,0.0025163877,25.163877,,,0,0,0,,,,3000,0.0010061526,1.0061525999999998,3000,0.0010061526,1.0061525999999998,,,,,,,0,0,0,0.88511914,2.4249839209556403,8.096829,0.9152937,0.4325014
,Liberia,2002,3060603,3000,0.0009804865,0.9804865,0.39819998,,7536,0.00246226,24.6226,,,0,0,0,,,,3000,0.000980199,0.9801989999999999,3000,0.000980199,0.9801989999999999,,,,,,,0,0,0,0.92312527,2.52911030347602,8.458637,0.9632611,0.45152867
,Liberia,2003,3085173,3012,0.00097655144,0.9765514399999999,0.3988,,7555,0.002448809,24.48809,,,0,0,0,,,,4000,0.0012965237,1.2965237,3000,0.0009723928,0.9723928000000001,,,,,,,0,0,0,0.9720816,2.6632372336416,8.961378,1.012585,0.4860408
,Liberia,2004,3122448,2995,0.00095920573,0.95920573,0.39929998,,7501,0.0024022819,24.022819,,,0,0,0,,,,4000,0.0012810462,1.2810462,3000,0.0009607846,0.9607846,,,,,,,0,0,0,1.0302333,2.8225569580757996,9.414905,1.0710346,0.5100165
,Liberia,2005,3266326,3033,0.0009285907,0.9285907,0.40089998,,7566,0.002316364,23.16364,,,0,0,0,,,,4000,0.0012246175,1.2246175000000001,4000,0.0012246175,1.2246175000000001,,,,,,,0,0,0,1.0812148,2.9622322991448,9.931158,1.131271,0.53059614
,Liberia,2006,3455400,3100,0.00089714647,0.89714647,0.4026,,7700,0.0022283962,22.283962000000002,,,0,0,0,,,,3000,0.00086820626,0.86820626,3000,0.00086820626,0.86820626,,,,,,,0,0,0,0.7347196,2.0129303908296,6.788809,0.7739046,0.36246166
,Liberia,2007,3632748,3200,0.00088087586,0.88087586,0.4103,,7800,0.0021471349,21.471349,,,0,0,0,,,,3000,0.00082582113,0.82582113,3000,0.00082582113,0.82582113,,,,,,,0,0,0,0.7271355,1.9921520348730002,6.660561,0.7562209,0.35872018
,Liberia,2008,3783892,3250,0.000858904,0.858904,0.4012,,8100,0.002140653,21.40653,,,0,0,0,,,,3000,0.00079283444,0.79283444,3000,0.00079283444,0.79283444,,,,,,,0,0,0,0.71831334,1.9679817337448402,6.581303,0.7474341,0.34944972
,Liberia,2009,3905066,3000,0.00076823286,0.76823286,0.39999998,,7500,0.0019205821,19.205821,,,0,0,0,,,,3000,0.00076823286,0.76823286,2000,0.00051215524,0.51215524,,,,,,,0,0,0,0.63600713,1.74248527024638,5.8316965,0.66536134,0.31311122
,Liberia,2010,4019958,3000,0.00074627646,0.74627646,0.40539998,,7400,0.0018408153,18.408153000000002,,,0,0,0,,,,3000,0.00074627646,0.74627646,2000,0.00049751764,0.49751764,0,0,0,,,,0,0,0,0.5420355,1.4850287522730001,5.0041494,0.5710731,0.27101776
,Liberia,2011,4181148,3100,0.00074142317,0.74142317,0.41329998,,7501,0.0017940049,17.940049,,,0,0,0,,,,3000,0.0007175063,0.7175063,2000,0.00047833752,0.47833752,0,0,0,,,,0,0,0,0.5284075,1.4476917663450002,4.8037047,0.5476223,0.25940007
,Liberia,2012,4331749,3200,0.00073873164,0.73873164,0.4267,,7500,0.0017314022,17.314022,,,0,0,0,,,,3000,0.0006925609,0.6925609,2000,0.00046170727,0.46170727,0,0,0,,,,0,0,0,0.544242,1.491073957692,5.012756,0.5728864,0.26734698
,Liberia,2013,4427319,3300,0.0007453721,0.7453721000000001,0.4342,,7600,0.0017166145,17.166145,,,0,0,0,,,,3000,0.000677611,0.677611,2000,0.00045174066,0.45174065999999996,0,0,0,,,,0,0,0,0.55650836,1.5246804231093602,5.0949297,0.5756983,0.27825418
,Liberia,2014,4519410,3361,0.00074388913,0.74388913,0.42589998,,7893,0.0017464668,17.464668,,,0,0,0,,,,4000,0.0008850713,0.8850713,3000,0.0006638035,0.6638035,0,0,0,,,,0,0,0,0.5981312,1.6387156000512,5.4989476,0.627073,0.2990656
,Liberia,2015,4612330,3242,0.00070292887,0.70292887,0.4242,,7644,0.0016572969,16.572969,,,0,0,0,,,,4000,0.00086724065,0.8672406500000001,3000,0.0006504305,0.6504305,0,0,0,,,,0,0,0,0.63022375,1.7266403936924999,5.7398844,0.6496153,0.310264
,Liberia,2016,4706106,3156,0.00067081145,0.6708114500000001,0.4233,,7458,0.0015847497,15.847496999999999,,,0,0,0,,,,3000,0.0006374697,0.6374697,3000,0.0006374697,0.6374697,0,0,0,,,,0,0,0,0.55557394,1.5221203683404403,5.0683937,0.57506776,0.27291355
,Liberia,2017,4796632,3253,0.00067832175,0.67832175,0.4245,,7665,0.0015979962,15.979962,,,0,0,0,,,,3000,0.0006254389,0.6254388999999999,3000,0.0006254389,0.6254388999999999,0,0,0,,,,0,0,0,0.52934647,1.4502642868672202,4.8327365,0.54895186,0.2548705
,Liberia,2018,4889396,3313,0.000677687,0.6776869999999999,0.426,,7779,0.0015909941,15.909941,,,0,0,0,,,,3000,0.0006135727,0.6135727,3000,0.0006135727,0.6135727,0,0,0,,,,0,0,0,0.5223692,1.4311484788392,4.8195953,0.5420813,0.25625658
,Liberia,2019,4985290,3326,0.00066718285,0.66718285,0.42749998,,7780,0.0015605913,15.605913,,,0,0,0,0,0,0,3000,0.0006017704,0.6017703999999999,3000,0.0006017704,0.6017703999999999,0,0,0,,,,0,0,0,0.55461717,1.51949908069542,5.1104007,0.5843288,0.27730858
,Liberia,2020,5087591,3345,0.00065758236,0.6575823599999999,0.4289,,7801,0.0015333387,15.333387,,,0,0,0,,,,3000,0.00058967003,0.5896700300000001,3000,0.00058967003,0.5896700300000001,0,0,0,,,,0,0,0,0.5567077,1.5252265600902002,5.0600753,0.57659006,0.26841262
,Liberia,2021,5193422,3364,0.0006479177,0.6479177,0.43019998,,7821,0.0015059435,15.059435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Libya,2010,6491991,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,0.019094296,0.052313139202896,0.028641444,0,0
,Libya,2011,6188135,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.010095125,0,0
,Libya,2012,5869880,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.010708907,0,0
,Libya,2013,5985228,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
,Libya,2014,6097767,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0
,Libya,2015,6192241,,,,,,,,,,,3000,0.00048447726,0.48447726,0,0,0,3000,0.00048447726,0.48447726,0,0,0,0,0,0,,,,,,,0,0,0.010364584,0,0
,Libya,2016,6282202,,,,,,,,,,,5000,0.00079589925,0.79589925,,,,5000,0.00079589925,0.79589925,0,0,0,0,0,0,,,,,,,0,0,0.010333956,0,0
,Libya,2017,6378267,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0,0,0.010317849,0,0
,Libya,2018,6477791,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0,0,0.010310614,0,0
,Libya,2019,6569085,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,,,,,,,,,,0,0,0.010317191,0,0
,Libya,2020,6653946,,,,,,,,,,,0,0,0,,,,0,0,0,0,0,0,0,0,0,,,,,,,0.030979916,0.08487648134301601,0.258166,0.030979916,0.010326639
,Lithuania,1992,3795748,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,
,Lithuania,1993,3788532,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,
,Lithuania,1994,3770461,,,,,,,,,,,1000,0.00026521957,0.26521957,0,0,0,1000,0.00026521957,0.26521957,0,0,0,1000,0.00026521957,0.26521957,,,,,,,0,0,0,0,
,Lithuania,1995,3747269,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,
,Lithuania,1996,3722023,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,
,Lithuania,1997,3694897,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.009697158,0,
,Lithuania,1998,3665514,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0.009709416,0,
,Lithuania,1999,3633949,,,,,,,,,,,1000,0.00027518274,0.27518274,0,0,0,1000,0.00027518274,0.27518274,0,0,0,1000,0.00027518274,0.27518274,,,,,,,0.009716702,0.026621101103652,0.029150106,0,
,Lithuania,2000,3599639,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0097176405,0.026623672336503,0.029152922,0,
,Lithuania,2001,3560145,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.009724323,0.026641980555498,0.029172968,0,
,Lithuania,2002,3515799,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.009730362,0.026658525760812,0.029191088,0,
,Lithuania,2003,3469683,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.009735759,0.026673312062034,0.0486788,0,
,Lithuania,2004,3422593,,,,,,,,,,,3000,0.0008765284,0.8765284,0,0,0,3000,0.0008765284,0.8765284,0,0,0,3000,0.0008765284,0.8765284,,,,,,,0.00973823,0.026680081924980004,0.03895292,0,
,Lithuania,2005,3373536,,,,,,,,,,,10000,0.0029642489,2.9642489,0,0,0,10000,0.0029642489,2.9642489,0,0,0,10000,0.0029642489,2.9642489,,,,,,,0.009743486,0.026694481924836002,0.038973942,0,
,Lithuania,2006,3322937,,,,,,,,,,,1000,0.00030093858,0.30093858,0,0,0,1000,0.00030093858,0.30093858,0,0,0,1000,0.00030093858,0.30093858,,,,,,,0.009747401,0.026705207952125998,0.048737008,0.009747401,
,Lithuania,2007,3272416,,,,,,,,,,,4000,0.0012223385,1.2223385,0,0,0,4000,0.0012223385,1.2223385,0,0,0,4000,0.0012223385,1.2223385,,,,,,,0.009748149,0.026707257267174,0.058488894,0.009748149,
,Lithuania,2008,3224384,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.009747598,0.026705747678148,0.05848559,0.009747598,
,Lithuania,2009,3180482,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.009753238,0.026721199732787998,0.05851943,0.009753238,
,Lithuania,2010,3139021,,,,,,,,,,,1000,0.00031857067,0.31857067,0,0,0,1000,0.00031857067,0.31857067,0,0,0,1000,0.00031857067,0.31857067,,,,,,,0.039094992,0.107109566052192,0.058642488,0.009773748,0
,Lithuania,2011,3099800,,,,,,,,,,,1000,0.00032260147,0.32260147,0,0,0,1000,0.00032260147,0.32260147,0,0,0,1000,0.00032260147,0.32260147,,,,,,,0.05891993,0.16142446413918002,0.09819988,0.009819988,0
,Lithuania,2012,3063340,,,,,,,,,,,4000,0.0013057643,1.3057642999999999,0,0,0,4000,0.0013057643,1.3057642999999999,0,0,0,4000,0.0013057643,1.3057642999999999,,,,,,,0.059307814,0.16248716001896402,0.08896173,0.009884636,0
,Lithuania,2013,3028191,,,,,,,,,,,10000,0.0033023015,3.3023015,0,0,0,9000,0.0029720715,2.9720714999999998,0,0,0,9000,0.0029720715,2.9720714999999998,,,,,,,0.06974131,0.19107208028106,0.10959348,0.009963044,0
,Lithuania,2014,2994928,,,,,,,,,,,8000,0.0026711829,2.6711829000000002,1000,0.00033389786,0.33389786000000005,7000,0.0023372849,2.3372849,0,0,0,7000,0.0023372849,2.3372849,,,,,,,0.06944074,0.19024860083724002,0.09920105,0.009920104,0
,Lithuania,2015,2963764,,,,,,,,,,,6000,0.0020244527,2.0244527000000003,1000,0.00033740877,0.33740876999999997,5000,0.0016870439,1.6870439,0,0,0,5000,0.0016870439,1.6870439,,,,,,,0.06924978,0.18972542276028,0.09892826,0.009892825,0
,Lithuania,2016,2933676,,,,,,,,,,,4000,0.0013634771,1.3634770999999999,3000,0.0010226078,1.0226078,1000,0.00034086927,0.34086927,0,0,0,1000,0.00034086927,0.34086927,,,,,,,0.06895785,0.1889256145491,0.09851122,0.009851121,0
,Lithuania,2017,2904452,,,,,,,,,,,1000,0.00034429904,0.34429904,3000,0.001032897,1.0328970000000002,0,0,0,0,0,0,,,,,,,,,,0.06856715,0.1878552036009,0.09795307,0.009795307,0
,Lithuania,2018,2876128,3450,0.0011995294,1.1995294,1.7968999,,1920,0.00066756416,6.6756416,,,2000,0.00069537933,0.69537933,2000,0.00069537933,0.69537933,3000,0.0010430691,1.0430691,0,0,0,3000,0.0010430691,1.0430691,,,,0,0,0,0.068171516,0.186771274844616,0.10712666,0.009738787,0
,Lithuania,2019,2849083,2310,0.0008107872,0.8107871999999999,1.2692,,1820,0.000638802,6.388019999999999,,,2000,0.00070198026,0.70198026,3000,0.0010529704,1.0529704,2000,0.00070198026,0.70198026,0,0,0,0,0,0,,,,0,0,0,0.09686028,0.26537062748328005,0.15497646,0.019372057,0
,Lithuania,2020,2820269,2560,0.0009077148,0.9077147999999999,1.2366999,,2070,0.0007339725,7.3397250000000005,,,2000,0.0007091522,0.7091522,2000,0.0007091522,0.7091522,2000,0.0007091522,0.7091522,0,0,0,1000,0.0003545761,0.3545761,,,,0,0,0,0.0965259,0.2644545179034,0.14478886,0.009652589,0
,Lithuania,2021,2786652,2230,0.00080024346,0.80024346,1.4481,,1540,0.0005526345,5.526345,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Low Income Food Deficit Countries (FAO),1961,781097660,203282,,,0.54649997,,371971,,,,,0,0,0,16000,0.000020483994,0.020483994,228000,0.0002918969,0.2918969,165000,0.00021124119,0.21124119,6000,0.000007681498,0.007681498,,,,13000,0.000016643246,0.016643246,0.21,0.57534246,2.18,0.2,0.08
,Low Income Food Deficit Countries (FAO),1962,798237250,207963,,,0.5502,,377994,,,,,1000,0.0000012527604,0.0012527604,16000,0.000020044166,0.020044166000000002,247000,0.0003094318,0.3094318,175000,0.00021923307,0.21923307,7000,0.000008769322,0.008769322,,,,15000,0.000018791407,0.018791407,0.22,0.60273972,2.27,0.21,0.09
,Low Income Food Deficit Countries (FAO),1963,815984260,216901,,,0.54499996,,397995,,,,,0,0,0,31000,0.00003799093,0.03799093,242000,0.00029657435,0.29657435,163000,0.00019975875,0.19975875,7000,0.000008578597,0.008578597,,,,15000,0.000018382707,0.018382706999999998,0.2,0.5479452,2.05,0.19,0.08
,Low Income Food Deficit Countries (FAO),1964,834424450,229281,,,0.56479996,,405945,,,,,1000,0.0000011984308,0.0011984308,10000,0.000011984309,0.011984308999999999,263000,0.00031518732,0.31518732,183000,0.00021931285,0.21931285,6000,0.000007190585,0.007190585,,,,15000,0.000017976463,0.017976462999999998,0.22,0.60273972,2.27,0.21,0.09
,Low Income Food Deficit Countries (FAO),1965,853613300,241767,,,0.5731,,421864,,,,,12000,0.000014057888,0.014057888000000001,16000,0.00001874385,0.01874385,276000,0.00032333142,0.32333142,198000,0.00023195514,0.23195514,6000,0.000007028944,0.0070289440000000005,,,,15000,0.00001757236,0.01757236,0.23,0.6301369800000001,2.37,0.22,0.09
,Low Income Food Deficit Countries (FAO),1966,873587300,253780,,,0.7355,,345050,,,,,0,0,0,13000,0.000014881169,0.014881169,282000,0.00032280688,0.32280687999999996,199000,0.00022779635,0.22779635,6000,0.0000068682316,0.0068682316,,,,16000,0.000018315284,0.018315284,0.23,0.6301369800000001,2.35,0.22,0.09
,Low Income Food Deficit Countries (FAO),1967,894326000,273384,,,0.77489996,,352800,,,,,1000,0.0000011181605,0.0011181605,8000,0.000008945284,0.008945284,307000,0.00034327526,0.34327525999999997,212000,0.00023705003,0.23705003,6000,0.000006708963,0.006708963,,,,16000,0.000017890568,0.017890568,0.24,0.65753424,2.45,0.23,0.09
,Low Income Food Deficit Countries (FAO),1968,915752640,292859,,,0.8163,,358750,,,,,1000,0.000001091998,0.001091998,15000,0.000016379969,0.016379969,325000,0.00035489933,0.35489932999999996,220000,0.00024023955,0.24023955,7000,0.000007643986,0.007643986,,,,18000,0.000019655963,0.019655963000000002,0.24,0.65753424,2.48,0.23,0.09
,Low Income Food Deficit Countries (FAO),1969,937749900,297200,,,0.81119996,,366387,,,,,1000,0.0000010663824,0.0010663824,9000,0.000009597442,0.009597442000000001,335000,0.0003572381,0.3572381,229000,0.00024420157,0.24420156999999998,6000,0.0000063982948,0.0063982948,,,,18000,0.000019194884,0.019194884000000002,0.24,0.65753424,2.52,0.23,0.1
,Low Income Food Deficit Countries (FAO),1970,960252860,318911,,,0.8662,,368166,,,,,3000,0.000003124177,0.003124177,17000,0.00001770367,0.017703669999999998,346000,0.00036032175,0.36032175,231000,0.00024056164,0.24056164,6000,0.000006248354,0.006248354,,,,18000,0.000018745062,0.018745062,0.24,0.65753424,2.48,0.23,0.09
,Low Income Food Deficit Countries (FAO),1971,983220350,328545,,,0.8724,,376601,,,,,0,0,0,12000,0.000012204792,0.012204792,364000,0.00037021202,0.37021202,243000,0.00024714702,0.24714702,6000,0.000006102396,0.006102396,,,,19000,0.000019324254,0.019324254000000003,0.25,0.6849315,2.56,0.23,0.1
,Low Income Food Deficit Countries (FAO),1972,1006714430,346536,,,0.9007,,384750,,,,,0,0,0,8000,0.000007946643,0.007946643,385000,0.0003824322,0.3824322,267000,0.0002652192,0.2652192,6000,0.000005959982,0.005959982,,,,20000,0.000019866608,0.019866607999999997,0.27,0.7397260200000001,2.73,0.25,0.11
,Low Income Food Deficit Countries (FAO),1973,1030843500,323450,,,0.79999995,,404296,,,,,42000,0.000040743333,0.040743333,9000,0.000008730714,0.008730713999999999,406000,0.0003938522,0.3938522,280000,0.0002716222,0.27162220000000004,6000,0.000005820476,0.005820476,,,,21000,0.000020371666,0.020371666,0.27,0.7397260200000001,2.79,0.26,0.11
,Low Income Food Deficit Countries (FAO),1974,1055783740,398597,,,0.9228,,431966,,,,,0,0,0,2000,0.0000018943273,0.0018943273,433000,0.00041012187,0.41012187,281000,0.000266153,0.266153,7000,0.0000066301454,0.0066301454,,,,22000,0.0000208376,0.020837599999999998,0.27,0.7397260200000001,2.73,0.25,0.11
,Low Income Food Deficit Countries (FAO),1975,1081638100,458337,,,0.9759,,469676,,,,,4000,0.0000036980946,0.0036980946,21000,0.000019414996,0.019414996,471000,0.00043545064,0.43545064,276000,0.00025516853,0.25516853,7000,0.0000064716655,0.0064716655,,,,24000,0.000022188568,0.022188568,0.25,0.6849315,2.62,0.24,0.1
,Low Income Food Deficit Countries (FAO),1976,1108459500,526532,,,1.0113,,520668,,,,,1000,9.021529e-7,0.0009021529,3000,0.0000027064589,0.0027064589,570000,0.0005142272,0.5142272,264000,0.00023816837,0.23816837000000002,7000,0.0000063150706,0.0063150706,,,,28000,0.000025260282,0.025260282,0.24,0.65753424,2.47,0.23,0.1
,Low Income Food Deficit Countries (FAO),1977,1136197200,606575,,,0.99439996,,609972,,,,,0,0,0,13000,0.000011441675,0.011441674999999998,627000,0.0005518408,0.5518408,256000,0.000225313,0.22531299999999999,7000,0.000006160902,0.006160902,,,,30000,0.000026403866,0.026403866,0.23,0.6301369800000001,2.33,0.21,0.09
,Low Income Food Deficit Countries (FAO),1978,1164808700,761212,,,1.059,,718830,,,,,23000,0.00001974573,0.01974573,36000,0.00003090636,0.030906360000000004,738000,0.0006335804,0.6335804,278000,0.00023866579,0.23866579000000002,7000,0.0000060095704,0.0060095704,,,,38000,0.000032623382,0.032623382,0.24,0.65753424,2.46,0.23,0.1
,Low Income Food Deficit Countries (FAO),1979,1194223400,758210,,,0.82519996,,918861,,,,,14000,0.0000117231,0.0117231,1000,8.3736427e-7,0.00083736427,844000,0.0007067355,0.7067355,254000,0.00021269053,0.21269053,7000,0.00000586155,0.00586155,,,,39000,0.000032657208,0.032657208,0.21,0.57534246,2.2,0.2,0.09
,Low Income Food Deficit Countries (FAO),1980,1224373800,950568,,,0.90199995,,1053887,,,,,38000,0.000031036274,0.031036274000000003,2000,0.0000016334882,0.0016334882,1006000,0.00082164456,0.82164456,421000,0.00034384924,0.34384924,8000,0.0000065339527,0.006533952700000001,,,,45000,0.000036753485,0.036753484999999995,0.34,0.9315068400000001,3.41,0.34,0.15
,Low Income Food Deficit Countries (FAO),1981,1255243100,882484,,,0.93979996,,938970,,,,,9000,0.0000071699255,0.0071699255,1000,7.966584e-7,0.0007966584,924000,0.00073611236,0.73611236,365000,0.00029078033,0.29078033000000003,8000,0.0000063732673,0.0063732673,,,,42000,0.000033459655,0.033459655,0.29,0.7945205399999999,2.91,0.28,0.13
,Low Income Food Deficit Countries (FAO),1982,1286824600,1066590,,,0.8312,,1283227,,,,,17000,0.000013210813,0.013210813,0,0,0,1068000,0.0008299499,0.8299498999999999,429000,0.00033337876,0.33337876,8000,0.0000062168533,0.0062168533,,,,48000,0.00003730112,0.03730112,0.33,0.9041095800000001,3.31,0.33,0.15
